City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Justiniškėse,Taikos ,46,330,86.04,FALSE,2,5,9,1984,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-tvarkingas-2-kambariu-butas-4-839615/
Fabijoniškėse,Fabijoniškių ,60,430,86.04,FALSE,2,4,12,2016,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-naujame-name-ramybes-apsuptyje-mazos-4-838051/
Antakalnyje,Šilo ,53,380,86.04,FALSE,3,1,2,1975,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Atskiras įėjimas, butas per kelis aukštus, tualetas ir vonia atskirai, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Sandėliukas, balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-silo-g-antakalnyje-silo-g-prie-misko-dvieju-4-836675/
Fabijoniškėse,S. Stanevičiaus ,74,530,85.92,TRUE,3,2,4,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuo-rugsejo-1-nuomojamas-3-kambariu-butas-4-832803/
Naujamiestyje,Smolensko ,74,530,85.92,TRUE,2,5,12,2010,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-isnuomojamas-erdus-2-kambariu-butas-4-831887/
Naujamiestyje,Žemaitės ,56,400,85.68,FALSE,3,1,5,1967,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja elektros instaliacija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-zemaites-g-be-tarpininku-isnuomojamas-siuolaikiskai-4-834953/
Šnipiškėse,Sporto ,70,500,85.68,TRUE,3,5,7,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-sporto-g-nuomojamas-jaukus-butas-salia-neries-4-821315/
Pilaitėje,I. Kanto a,56,400,85.68,TRUE,2,4,9,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, internetas, kabelinė televizija","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-kanto-al-nuomojamas-jaukus-ir-labai-siltas-2k-butas-4-837283/
Baltupiuose,Didlaukio ,84,600,85.68,FALSE,3,1,9,1984,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-nuo-lapkricio-15-d-isnuomojamas-3-4-kambariu-4-764963/
Pašilaičiuose,Medeinos ,35,250,85.68,FALSE,1,3,3,1990,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-suremontuotas-butas-su-baldais-ir-buitine-4-840423/
Žirmūnuose,Minties ,35,250,85.68,FALSE,2,2,12,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",Balkonas,"Su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-minties-g-vilniuje-zirmunuose-minties-g-4-839421/
Pilaitėje,I. Kanto a,56,400,85.68,TRUE,2,4,9,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-kanto-al-labai-tvarkingas-grazus-sviesus-siltas-ir-4-837443/
Šeškinėje,Šeškinės ,14,100,85.68,FALSE,1,6,9,1983,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomuojamas-kambarysi-triju-kambariu-bute-4-835657/
Šeškinėje,Šeškinės ,14,100,85.68,FALSE,1,7,9,1982,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-tvarkingas-jaukus-ir-siltas-1-4-832943/
Pilaitėje,Papilėnų ,39.29,280,85.56,FALSE,1,4,5,1996,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-papilenu-g-geroje-vietoje-pilaiteje-blokiniame-name-4-838977/
Žvėryne,Elnių ,66,470,85.44,FALSE,3,8,8,2001,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Internetas,"Balkonas, vieta automobiliui","Su baldais, indaplovė","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-elniu-g-nuomojamas-3k-butas-per-2-aukstus-su-4-838959/
Žirmūnuose,Žirmūnų ,59,420,85.44,FALSE,2,10,12,2008,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-isnuomojamas-po-remonto-dveju-kambariu-butas-4-840859/
Šeškinėje,Gelvonų ,52,370,85.44,FALSE,2,5,9,1982,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, internetas, kabelinė televizija","Sandėliukas, balkonas, rūsys, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-isnuomojamas-jaukus-2-k-butas-seskineje-su-4-839945/
Fabijoniškėse,Salomėjos Nėries ,56.37,400,85.2,FALSE,2,12,12,2006,0,FALSE,Monolitinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-be-tarpininku-ilgesniam-laikui-isnuomojamas-4-839295/
Žvėryne,Sėlių ,52,369,85.2,TRUE,2,3,5,1992,0,FALSE,Mūrinis,Centrinis,Įrengtas,,Balkonas,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-seliu-g-nuomojamas-tvarkingas-2-k-butas-zveryne-4-836193/
Bajoruose,Fizikų ,82,580,84.84,FALSE,3,4,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-bajoruose-fiziku-g-triju-kambariu-butas-su-pozemine-parkavimo-4-837881/
Senamiestyje,J. Basanavičiaus ,99,699,84.72,FALSE,3,4,4,2009,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija","Balkonas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-erdvus-sviesus-ir-ramus-butas-vilniaus-4-739355/
Baltupiuose,Didlaukio ,17,120,84.72,FALSE,1,7,9,1984,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomuojamas-vienaskambarys-triju-kambariu-4-839647/
Senamiestyje,J. Basanavičiaus ,99,699,84.72,FALSE,3,4,4,2009,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja kanalizacija, internetas, nauja elektros instaliacija, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Virtuvės komplektas, šaldytuvas, plastikiniai vamzdžiai, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-j-basanaviciaus-g-nuomojamas-itin-erdvus-butas-vilniaus-centre-4-836281/
Baltupiuose,Didlaukio ,85,600,84.72,FALSE,2,1,12,1982,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, tualetas ir vonia atskirai","Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-isnuomojamas-2-kambariu-butas-didlaukio-g-4-830955/
Karoliniškėse,Algimanto Petro Kavoliuko ,61,430,84.6,FALSE,2,4,9,2008,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, terasa","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-butas-su-langais-i-pietine-pusesiltas-ir-4-834755/
Naujamiestyje,V. Šopeno ,27,190,84.48,FALSE,1,2,3,1975,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, uždaras kiemas, internetas","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-sopeno-g-nuomojamas-pilnai-irengtas-ekonomiskas-vieno-4-840357/
Pilaitėje,Karaliaučiaus ,71,500,84.48,FALSE,3,4,7,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-nuomojamas-tvarkingas-triju-izoliuotu-4-839489/
Naujamiestyje,V. Šopeno ,27,190,84.48,FALSE,1,1,3,1975,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, tualetas ir vonia atskirai, uždaras kiemas, internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-sopeno-g-nuomojamas-pilnai-irengtas-ekonomiskas-vieno-4-839391/
Antakalnyje,Tverečiaus ,128,900,84.36,FALSE,6,5,6,1996,0,FALSE,Mūrinis,Dujinis,Įrengtas,Butas per kelis aukštus,Balkonas,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-tvereciaus-g-isnomuoijamas-6k-butas-pusyne-antakalnyje-4-840697/
Fabijoniškėse,Salomėjos Nėries ,64,450,84.36,TRUE,3,11,12,2007,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-be-tarpininku-naujos-statytos-name-4-830543/
Karoliniškėse,Sietyno ,64,450,84.36,FALSE,2,3,5,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-sietyno-g-isnuomojamas-puikus-2-kambariu-butas-4-835119/
Pašilaičiuose,Eitminų ,57,400,84.24,FALSE,2,3,9,2015,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-labai-geras-butas-su-dideliu-balkonu-pirma-4-838019/
Pašilaičiuose,Dociškių ,57,400,84.24,FALSE,2,2,5,2011,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-be-tarpininku-nuomojamas-jaukus-2-kambariu-4-839237/
Pašilaičiuose,Dociškių ,57,400,84.24,FALSE,2,2,5,2011,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-dociskiu-g-nuomojamas-2-kamb-butas-vilniuje-4-840023/
Pilaitėje,Priegliaus ,57,400,84.24,FALSE,2,2,9,2013,0,FALSE,Mūrinis,Kita,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-priegliaus-g-nauju-butu-nuoma-pilaiteje-2-kambariu-su-4-837599/
Šnipiškėse,Ratnyčios ,41.3,290,84.24,FALSE,2,1,5,1974,0,FALSE,Mūrinis,Centrinis,Dalinė apdaila,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-ratnycios-g-informacija-apie-busta-bendras-plotas-41-4-816359/
Baltupiuose,Didlaukio ,50,350,84,FALSE,2,2,9,1986,0,FALSE,Mūrinis,Centrinis,Įrengtas,,"Sandėliukas, balkonas","Su baldais, skalbimo mašina, šaldytuvas, viryklė, dušo kabina",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-2k-butas-su-baldais-baltupiai-29a-4-839133/
Justiniškėse,Justiniškių ,50,350,84,FALSE,2,1,5,2002,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, rūsys","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-isnuomojamas-tvarkingas-2k-butas-4-841189/
Senamiestyje,Trakų ,100,700,84,FALSE,4,2,3,1939,0,FALSE,Mūrinis,Centrinis,Įrengtas,,Balkonas,,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-traku-g-isnuomojamas-4-kambariu-butas-vilniaus-4-839835/
Šeškinėje,Gelvonų ,50,350,84,FALSE,2,2,9,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-gelvonu-g-nuomojamas-2-atskiru-kambariu-4-839649/
Fabijoniškėse,L. Giros ,60,420,84,FALSE,3,12,14,1988,0,FALSE,Monolitinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-l-giros-g-3kb-prie-mykolo-riomerio-universiteto-4-839017/
Antakalnyje,Rudausių Sodų 5-oji ,40,280,84,FALSE,1,1,2,2014,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu","Terasa, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, viryklė, židinys, indaplovė","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-rudausiu-sodu-5-oji-g-antakalnyje-rudausiu-sodu-5-ojoje-g-4-835217/
Santariškėse,Santariškių ,50,349,83.76,FALSE,2,2,2,2004,0,FALSE,Mūrinis,"Centrinis kolektorinis, kietu kuru",Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-santariskese-santariskiu-g-nuomojamas-tvarkingas-sviesus-per-du-aukstus-4-840387/
Antakalnyje,Antakalnio ,71,495,83.64,TRUE,3,1,5,1968,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija","Balkonas, drabužinė","Su baldais, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-siuolaikiskas-butas-antakalnyje-antakalnio-g-4-814229/
Antakalnyje,Antakalnio ,71,495,83.64,FALSE,3,1,5,1968,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-antakalnio-g-nuomojamas-sviesus-ir-siltas-siuolaikiskai-4-841003/
Fabijoniškėse,Salomėjos Nėries ,49,340,83.28,TRUE,2,12,12,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-isnuomojamas-sauletas-2-k-butas-su-4-836327/
Šeškinėje,Gelvonų ,33,229,83.28,FALSE,1,5,5,1981,0,FALSE,Blokinis,Centrinis,Įrengtas,"Nauja kanalizacija, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-gelvonu-g-isnuomojamas-siltas-sviesus-vieno-kambario-4-840221/
Pilaitėje,Karaliaučiaus ,36,250,83.28,FALSE,1,3,9,1994,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-karaliauciaus-g-butu-nuoma-pilaiteje-vieno-kambario-su-4-839717/
Antakalnyje,P. Vileišio ,65,450,83.04,TRUE,2,1,4,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-isnuomojamas-2-kambariu-antakalnyje-butas-4-835467/
Jeruzalėje,Visorių ,65,450,83.04,FALSE,2,2,6,2000,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-visoriu-g-nuomojamas-2-kamb-butas-vilniuje-jeruzale-4-831141/
Pašilaičiuose,Laisvės p,55,380,82.92,FALSE,2,2,6,2005,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,"Balkonas, vieta automobiliui","Skalbimo mašina, su baldais",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-isnuomojamas-pilnai-irengtas-2-ju-kambariu-4-838413/
Lazdynėliuose,Motiejukų ,42,290,82.8,FALSE,1,3,3,1994,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, uždaras kiemas, internetas","Vieta automobiliui, drabužinė","Su baldais, skalbimo mašina, šaldytuvas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-motiejuku-g-nuomojamas-butas-gamtos-apsuptyje-ramioje-4-765447/
Fabijoniškėse,Fabijoniškių ,58,400,82.8,FALSE,2,3,5,2001,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-nuomojamas-su-visais-baldais-ir-buitine-4-834923/
Šeškinėje,Šeškinės ,55,379,82.68,FALSE,2,3,3,2014,0,FALSE,Blokinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu",,"Kondicionierius, šaldytuvas, virtuvės komplektas, viryklė, židinys, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomojamas-dvieju-kambariu-butas-seskines-g-4-840315/
Pilaitėje,M. Mažvydo ,61,420,82.68,FALSE,2,6,7,2007,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-nuo-vasario-men-2017-m-isnuomojamas-2-4-217011/
Lazdynuose,Architektų ,80,550,82.56,TRUE,3,2,5,1971,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-nuo-rugsejo-menesio-bus-nuomojamas-triju-4-831491/
Karoliniškėse,Dariaus Gerbutavičiaus ,16,110,82.56,FALSE,1,3,5,1974,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-nuomojamas-vienas-kambarys-dvieju-kambariu-4-834577/
Pašilaičiuose,Medeinos ,51,350,82.32,FALSE,2,6,9,1989,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-nuomojamas-ilgalaikei-nuomai-ne-maziau-4-835257/
Šeškinėje,Ukmergės ,51,350,82.32,FALSE,2,2,9,1979,0,FALSE,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,"Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-2-kamb-butas-vilniuje-seskine-4-840791/
Lazdynėliuose,Lazdynų ,51,350,82.32,FALSE,2,1,5,1974,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdynu-g-nuomojamas-2k-butas-lazdynuose-lazdynu-4-840465/
Pašilaičiuose,Medeinos ,51,350,82.32,FALSE,2,8,9,1976,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-medeinos-g-isnuomojamas-2-ju-k-51-kv-m-butas-4-839875/
Šeškinėje,Ukmergės ,51,350,82.32,FALSE,2,2,9,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-tvarkingas-2-kambariu-butas-4-836195/
Šnipiškėse,Rinktinės ,51,349,82.08,TRUE,2,9,9,1976,2018,TRUE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija","Balkonas, rūsys, vieta automobiliui","Skalbimo mašina, virtuvės komplektas, viryklė, indaplovė",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-nuomojamas-labai-sviesus-butas-su-nuostabia-4-840047/
Antakalnyje,P. Vileišio ,57,390,82.08,TRUE,3,2,5,1962,0,FALSE,Monolitinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuo-rugpjucio-vidurio-isnuomojamas-3-kambariu-4-836057/
Pilaitėje,M. Jankaus ,66,450,81.84,FALSE,2,2,7,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-jankaus-g-nuo-lapkricio-1-nuomojamas-jaukus-erdvus-4-841093/
Žirmūnuose,Žirmūnų ,44,300,81.84,FALSE,2,5,5,1968,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-seimai-nuomojamas-dvieju-kambariu-butas-4-836773/
Justiniškėse,Taikos ,66,450,81.84,FALSE,3,3,5,2000,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Internetas, kabelinė televizija, virtuvė sujungta su kambariu",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-erdvus-siltas-moderniai-ir-4-840641/
Antakalnyje,Žolyno ,44,300,81.84,FALSE,1,1,2,1990,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Atskiras įėjimas, uždaras kiemas, internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė",,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-zolyno-g-geroje-vietoje-antakalnyje-zolyno-g-4-839553/
Žirmūnuose,Žirmūnų ,44,300,81.84,FALSE,2,5,5,1968,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-super-kaina-nuomojamas-sviesus-ir-siltas-4-837747/
Senamiestyje,Didžioji ,110,749,81.72,FALSE,4,3,3,1940,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Atskiras įėjimas, aukštos lubos, tualetas ir vonia atskirai, internetas","Balkonas, vieta automobiliui",,,http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-didzioji-g-nuomojamas-erdvus-110-m2-butas-senamiescio-4-835667/
