City part,Street,Size (m²),Price,PSQMY,Lower,Number of rooms,Floor,Number of floors,Built year,Renovation years,Renovations,Construction type,Heating type,Refurbishment,Features,Extra areas,Extra stuff,Security,URL
Pašilaičiuose,Laisvės p,50,340,81.6,FALSE,2,5,6,2002,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija",Vieta automobiliui,"Skalbimo mašina, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-butas-bus-laisvas-nuo-2018-07-09-sviesus-ir-4-827581/
Antakalnyje,Žirgo Sodų 2-oji ,25,170,81.6,TRUE,1,0,2,2013,0,FALSE,Mūrinis,Geoterminis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-zirgo-sodu-2-oji-g-nuomuojamas-1-k-butas-nuosavame-name-4-834279/
Šeškinėje,Siesikų ,25,170,81.6,FALSE,1,1,2,1986,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-siesiku-g-isnuomojamas-1-kambarys-individualiame-name-4-810915/
Pašilaičiuose,Pašilaičių ,56,380,81.48,FALSE,3,9,9,1985,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-sauletas-triju-atskiru-kambariu-butas-mazos-4-826647/
Senamiestyje,Gėlių ,118,800,81.36,FALSE,4,3,3,1940,0,FALSE,Mūrinis,"Kita, centrinis kolektorinis",Įrengtas,"Kabelinė televizija, nauja kanalizacija, internetas, virtuvė sujungta su kambariu, aukštos lubos","Vieta automobiliui, balkonas, terasa, sandėliukas","Šildomos grindys, šaldytuvas, su baldais, skalbimo mašina, virtuvės komplektas, viryklė, kondicionierius, dušo kabina, židinys, vonia","Kodinė laiptinės spyna, šarvuotos durys, budintis sargas, videokameros, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-geliu-g-isnuomojamas-isskirtinis-erdvus-ir-puikiai-4-838781/
Naujamiestyje,S. Konarskio ,62,420,81.24,FALSE,62,4,5,2001,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-s-konarskio-g-nuomuojamas-jaukus-2k-butas-su-balkonu-4-840007/
Justiniškėse,Justiniškių ,66.44,450,81.24,FALSE,3,9,9,1983,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija","Balkonas, rūsys, drabužinė","Su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-justiniskiu-g-4-841119/
Pašilaičiuose,Ukmergės ,62,420,81.24,TRUE,2,7,9,2007,0,FALSE,Monolitinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-ukmerges-g-isnuomojamas-2k-butas-naujos-statybos-4-834291/
Pašilaičiuose,Pašilaičių ,51,345,81.12,FALSE,2,3,9,1990,0,FALSE,Monolitinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-pasilaiciu-g-nuomojamas-naujai-irengtas-2-ju-kambariu-4-837265/
Naujamiestyje,Smolensko ,74,500,81.12,FALSE,2,5,11,2008,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-jaukusirengtas-2-kambariu-butas-smolenskio-g-4-825199/
Justiniškėse,Rygos ,77,520,81,FALSE,3,1,5,2009,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-sviesus-jaukus-ir-labai-siltas-3-kambariu-4-839121/
Šeškinėje,Ozo ,52,350,80.76,FALSE,2,8,12,1982,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, viryklė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ozo-g-nuomojamas-tvarkingas-ir-jaukus-butas-su-4-841115/
Justiniškėse,Taikos ,64,430,80.64,FALSE,3,2,9,1985,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-jaukus-ir-tvarkingas-3k-butas-4-835109/
Žirmūnuose,Žirmūnų ,64,430,80.64,FALSE,2,1,5,2003,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija",Terasa,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, indaplovė","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-strategiskai-patogi-vieta-tvarkingas-butas-4-840841/
Šnipiškėse,Ratnyčios ,41.65,280,80.64,FALSE,2,5,5,1974,0,FALSE,Mūrinis,Centrinis,Dalinė apdaila,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-ratnycios-g-informacija-apie-busta-bendras-plotas-4-829089/
Antakalnyje,Švyturio ,47.72,320,80.52,FALSE,2,2,5,1962,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-svyturio-g-nuomojamas-2-kambariu-butas-ramioje-bei-4-840429/
Pilaitėje,Vydūno ,35.79,240,80.52,FALSE,1,8,9,1992,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-ramioje-vietoje-vyduno-g-isnuomojamas-labai-4-836955/
Pilaitėje,Gilužio ,62,415,80.28,TRUE,2,3,6,2004,0,FALSE,Mūrinis,"Elektra, centrinis kolektorinis",Įrengtas,Virtuvė sujungta su kambariu,"Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-giluzio-g-2-kambariu-butas-pilaiteje-isnuomojamas-4-831237/
Justiniškėse,Taikos ,83,555,80.28,TRUE,4,2,6,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuomojamas-puikiai-irengtas-naujos-statybos-4-825233/
Senamiestyje,Pilies ,94.96,635,80.28,FALSE,2,3,3,1730,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Nauja elektros instaliacija, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, židinys, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-nuomojamas-2-ju-kambariu-butas-vilniaus-4-823473/
Lazdynuose,Architektų ,63,420,80.04,FALSE,3,3,5,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomojamas-irengtas-su-baldais-triju-4-837291/
Žemuosiuose Paneriuose,Savanorių p,33,220,80.04,FALSE,1,5,5,1965,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Nauja elektros instaliacija, internetas",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-savanoriu-pr-ilgesniam-laikotarpiui-nuomojamas-1-kambario-4-839495/
Jeruzalėje,Mokyklos ,90,600,80.04,TRUE,4,1,9,1994,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-mokyklos-g-4-837627/
Baltupiuose,Didlaukio ,48,320,80.04,FALSE,2,3,5,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-didlaukio-g-tvarkingas-2-izoliuotu-kambariu-butas-4-840743/
Viršuliškėse,Viršuliškių ,15,100,80.04,FALSE,1,3,9,1986,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-isnuomojamas-vienas-kambarys-dvieju-kambariu-4-840581/
Fabijoniškėse,Salomėjos Nėries ,57,380,80.04,FALSE,2,12,12,2006,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-2-kamb-butas-vilniuje-4-840021/
Lazdynėliuose,Jonažolių ,54,360,80.04,FALSE,2,4,5,2003,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Aukštos lubos, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-jonazoliu-g-nuomojamas-sviesus-2k-butas-lazdyneliu-4-839551/
Justiniškėse,Taikos ,18,120,80.04,FALSE,1,4,9,1985,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomuojamas-kambarys-dvieju-kambariu-bute-4-836005/
Naujojoje Vilnioje,Arimų ,15,100,80.04,FALSE,9,2,2,2018,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Aukštos lubos, atskiras įėjimas, kabelinė televizija, internetas, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, renovuotas namas","Sandėliukas, vieta automobiliui","Su baldais, plastikiniai vamzdžiai, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Kodinė laiptinės spyna, signalizacija, budintis sargas",http://www.aruodas.lt/butu-nuoma-vilniuje-naujojoje-vilnioje-arimu-g-hostelis-sokolado-namai-trumpalaike-4-826513/
Užupyje,Užupio ,120,799,79.92,FALSE,4,2,2,1966,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-uzupyje-uzupio-g-nuomojamas-4-kambariu-butas-vilniuje-uzupio-4-810343/
Naujamiestyje,Savanorių p,45,299,79.68,FALSE,2,3,5,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-tvarkingas-2-kambariu-butas-naujamiestyje-4-839227/
Naujininkuose,Kaminkelio ,83,550,79.56,FALSE,3,3,6,2003,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-kaminkelio-g-pilnai-irengtas-per-du-aukstus-butas-yra-du-4-841191/
Šiaurės miestelyje,V. Nagevičiaus ,59,390,79.32,TRUE,2,3,5,2004,0,FALSE,Monolitinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija, virtuvė sujungta su kambariu",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-v-nageviciaus-g-siaures-miestelyje-isnuomojamas-jaukus-2-4-837417/
Justiniškėse,Taikos ,50,330,79.2,FALSE,2,2,9,1996,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isnuomojamas-tvarkingas-2-kambariu-butas-4-840955/
Šnipiškėse,Krokuvos ,50,330,79.2,FALSE,2,10,10,2002,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,,,"Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-snipiskese-krokuvos-g-greta-centro-isnuomojamas-2-k-4-838923/
Antakalnyje,Švyturio ,50,330,79.2,TRUE,2,4,5,1970,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-svyturio-g-2-izoliuotu-kambariu-butas-grazi-aplinka-be-4-838427/
Pašilaičiuose,Ukmergės ,114,750,78.96,FALSE,4,10,10,2004,0,FALSE,Monolitinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-ukmerges-g-4-k-naujas-butas-pasilaiciuose-4-kambariu-su-4-840857/
Jeruzalėje,Rugių ,61,400,78.72,FALSE,2,2,6,2000,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Tualetas ir vonia atskirai, uždaras kiemas, internetas",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-rugiu-g-2-kambariu-buto-nuoma-rugiu-g-jeruzale-4-840927/
Karoliniškėse,Algimanto Petro Kavoliuko ,64,420,78.72,FALSE,2,4,9,2008,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,"Balkonas, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-algimanto-petro-kavoliuko-g-nera-tarpininkavimo-mokescio-4-840837/
Šeškinėje,Ukmergės ,52,340,78.48,FALSE,2,7,9,1980,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, kabelinė televizija",Balkonas,"Vonia, su baldais, skalbimo mašina","Kodinė laiptinės spyna, šarvuotos durys",http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomuojamas-funkcionalaus-isplanavimo-ka-tik-4-840679/
Viršuliškėse,Viršuliškių ,49,320,78.36,FALSE,2,5,9,1976,0,FALSE,Blokinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Balkonas,"Su baldais, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-virsuliskese-virsuliskiu-g-2-k-butas-virsuliskese-2-k-butas-4-836279/
Rasose,Kenos ,115,750,78.24,TRUE,4,4,5,1840,2011,TRUE,Mūrinis,Dujinis,Įrengtas,"Butas per kelis aukštus, tualetas ir vonia atskirai, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Vieta automobiliui, yra palėpė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, židinys, plastikiniai vamzdžiai, indaplovė, dušo kabina, vonia","Šarvuotos durys, kodinė laiptinės spyna, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-rasose-kenos-g-be-tarpininku-be-agenturos-mokesciu-4-831081/
Naujamiestyje,Geležinio Vilko ,44.5,290,78.24,FALSE,2,2,5,1973,0,FALSE,Blokinis,Centrinis,Įrengtas,,Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, viryklė, dušo kabina",Šarvuotos durys,http://www.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-isnuomojamas-2-kb-butas-naujamiestyje-g-4-840669/
Žirmūnuose,Tuskulėnų ,23,150,78.24,FALSE,1,1,1,1992,0,FALSE,Mūrinis,Dujinis,Įrengtas,"Atskiras įėjimas, uždaras kiemas",,"Su baldais, šaldytuvas, viryklė, vonia",,http://www.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-tuskulenu-g-nuosavame-name-isnuomojami-kambariai-4-839719/
Šiaurės miestelyje,V. Nagevičiaus ,60,390,78,FALSE,2,3,5,2004,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Tualetas ir vonia atskirai, uždaras kiemas, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, signalizacija, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-v-nageviciaus-g-prasome-skambinti-darbo-dienomis-nuo-17-4-833567/
Karoliniškėse,Dariaus Gerbutavičiaus ,51,330,77.64,FALSE,2,4,5,1978,0,FALSE,Blokinis,Centrinis,Įrengtas,Kabelinė televizija,Balkonas,"Su baldais, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-2k-butas-karoliniskese-d-gerbutaviciaus-g-4-840709/
Pilaitėje,Gilužio ,51,330,77.64,FALSE,2,4,6,2001,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,Virtuvė sujungta su kambariu,"Sandėliukas, balkonas","Šildomos grindys, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-giluzio-g-tvarkingas-ir-siltas-butas-nuomai-nuomojamas-4-836791/
Karoliniškėse,Dariaus Gerbutavičiaus ,51,330,77.64,FALSE,2,4,5,1978,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-nuomojamas-tvarkingas-2-izoliuotu-kambariu-4-840813/
Karoliniškėse,Dariaus Gerbutavičiaus ,51,330,77.64,FALSE,2,4,5,1990,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-dgerbutaviciaus-gatveje-isnuomojamas-jaukus-4-840571/
Karoliniškėse,Dariaus Gerbutavičiaus ,51,330,77.64,TRUE,2,4,5,1990,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija","Sandėliukas, balkonas","Su baldais, virtuvės komplektas, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-dariaus-gerbutaviciaus-g-dgerbutaviciaus-gatveje-isnuomojamas-jaukus-4-839483/
Šeškinėje,Ukmergės ,51,330,77.64,TRUE,2,2,5,1980,0,FALSE,Mūrinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-nuomojamas-2-kambariu-butas-ukmerges-gatveje-4-835837/
Pilaitėje,Gilužio ,51,330,77.64,FALSE,2,4,6,2002,0,FALSE,Mūrinis,Centrinis kolektorinis,Įrengtas,"Nauja kanalizacija, nauja elektros instaliacija, internetas, kabelinė televizija, virtuvė sujungta su kambariu","Balkonas, drabužinė","Skalbimo mašina, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, dušo kabina","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-giluzio-g-isnuomojama-dvieju-kambariu-butas-pilaiteje-4-829833/
Antakalnyje,M. Počobuto ,82,530,77.52,TRUE,3,3,5,2002,0,FALSE,Mūrinis,Dujinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-m-pocobuto-g-isnuomojamas-3-kambariu-butas-su-garazu-4-838027/
Fabijoniškėse,Liudviko Zamenhofo ,59,380,77.28,FALSE,3,5,6,2004,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-liudviko-zamenhofo-g-be-tarpininku-nera-agenturos-mokescio-4-840209/
Žvėryne,A. Mickevičiaus ,78,500,76.92,TRUE,2,1,3,1954,0,FALSE,Mūrinis,Centrinis,Įrengtas,"Aukštos lubos, nauja kanalizacija, nauja elektros instaliacija, uždaras kiemas, internetas, virtuvė sujungta su kambariu","Sandėliukas, vieta automobiliui, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, šildomos grindys, virtuvės komplektas, viryklė, plastikiniai vamzdžiai, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-zveryne-a-mickeviciaus-g-nuomojamas-gerai-irengtas-78-m2-butas-su-4-833663/
Justiniškėse,Taikos ,50,320,76.8,FALSE,2,5,9,1984,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija","Rūsys, drabužinė","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, signalizacija",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-nuo-rugsejo-1-d-dirbanciai-ir-gaunanciai-4-838547/
Fabijoniškėse,S. Stanevičiaus ,25,160,76.8,TRUE,1,16,17,1990,0,FALSE,Monolitinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas","Sandėliukas, vieta automobiliui","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, indaplovė, dušo kabina","Šarvuotos durys, videokameros",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-nuomojami-kambariai-dideliame-4-kambariu-100-4-835083/
Justiniškėse,Rygos ,50,320,76.8,FALSE,2,6,9,1984,0,FALSE,Blokinis,"Centrinis, elektra",Įrengtas,Tualetas ir vonia atskirai,"Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-butas-laisvas-nuo-rugsejo-2-os-dienos-4-832847/
Justiniškėse,Taikos ,50,320,76.8,FALSE,2,2,5,1981,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija","Sandėliukas, balkonas","Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-justiniskese-taikos-g-isuomojamas-surmontuotas-2-k-50kvm-butas-4-838081/
Fabijoniškėse,S. Stanevičiaus ,36,230,76.68,FALSE,1,4,9,1985,0,FALSE,Blokinis,Centrinis,Įrengtas,"Internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, su baldais, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-s-staneviciaus-g-isnuomojamas-tvarkingas-jaukus-ir-siltas-4-831547/
Lazdynuose,Architektų ,47,300,76.56,FALSE,2,1,5,1964,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomuojamas-2-kambariu-butas-lazdynuose-4-840875/
Karoliniškėse,Loretos Asanavičiūtės ,47,300,76.56,FALSE,2,7,12,1978,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-loretos-asanaviciutes-g-isnuomojamas-dvieju-kambariu-butas-4-827763/
Šeškinėje,Ukmergės ,50,319,76.56,FALSE,2,4,5,1981,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-ukmerges-g-rezervuota-suremontuoto-2-atsiru-kambariu-4-839965/
Šeškinėje,Šeškinės ,47,300,76.56,FALSE,2,3,5,1977,0,FALSE,Blokinis,Centrinis,Įrengtas,,,,,http://www.aruodas.lt/butu-nuoma-vilniuje-seskineje-seskines-g-isnuomuojamas-2-kambariu-butasstudentams-4-838069/
Karoliniškėse,Apolinaro Juozo Povilaičio ,47,299,76.32,FALSE,2,7,9,1974,0,FALSE,Blokinis,Centrinis,Įrengtas,"Tualetas ir vonia atskirai, internetas, kabelinė televizija",Balkonas,"Skalbimo mašina, šaldytuvas",,http://www.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-apolinaro-juozo-povilaicio-g-nuomuojamas-sviesus-2-ju-kambariu-butas-4-841109/
Fabijoniškėse,Fabijoniškių ,55,350,76.32,FALSE,2,3,5,2001,0,FALSE,Mūrinis,Centrinis,Įrengtas,Uždaras kiemas,Balkonas,"Su baldais, skalbimo mašina, šaldytuvas, virtuvės komplektas, viryklė, vonia","Šarvuotos durys, kodinė laiptinės spyna",http://www.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-fabijoniskiu-g-buto-nuoma-2-ju-kambariu-tvarkingas-butas-4-830153/
Pašilaičiuose,Rygos ,55,350,76.32,FALSE,2,1,16,1981,0,FALSE,Monolitinis,Centrinis,Įrengtas,Tualetas ir vonia atskirai,Balkonas,"Skalbimo mašina, su baldais, vonia",Kodinė laiptinės spyna,http://www.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-rygos-g-nuomojamas-irengtas-butas-su-daliniais-4-840555/
